Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,Linkedin
Link Capital,https://www.linkcapital.no/,"Lervigsveien 22, 4014 Stavanger, Norway ","Norway,Sweden,Denmark,Finland,USA,Netherlands,Canada,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in Nordic tech companies, with a special focus on clean tech, climate tech and software. Our investments range from battery, solar, EV, EV charging, mobility, electric boats and a wide number of 'smart energy' companies. Clean tech covers 60% of our portfolio. We also invest in software-driven, highly scalable business models across sectors and industries. 90% of our investment focus is the Nordics, with additional investments in the UK, US, NL and CAN. 

We can be first ticket in, lead, co-lead or no-lead. We can anchor your valuations or help secure your next few rounds. We will work with you to exit or IPO, ideally at a fast pace. Wanna talk? Use the link below. 

Good luck building and scaling your startup - look forward to the chance to learn more and join your journey. ",VC,"$5,000","$5,000,000",https://www.linkedin.com/company/linkvc/
Form Ventures,https://formventures.vc,"London, London WC2H 9JQ, GB",UK,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in UK based pre-seed and seed stage tech companies for which public policy and regulation matter. ,VC,"$250,000","$1,300,000",https://www.linkedin.com/company/form-ventures
Venture Studio from Crisis,https://www.crisis.org.uk/get-involved/venture-studio/venture-studio/about,"66 Commercial St, London E1 6LT",UK,3. Early Revenue,"We invest in UK-based proptech, geospatial, and plantech startups that can tackle the causes or consequences of homelessness.",Corporate VC,"$20,000","$200,000",https://www.linkedin.com/showcase/venture-studio-from-crisis
Calm/Storm Ventures,https://www.calmstorm.vc/,"Frankenberggasse 13, Top 18, Wien, 1040, AT","USA,Canada,Germany,Austria,Switzerland,UK,Poland,France,Sweden,Spain,Israel,Portugal","2. Prototype,1. Idea or Patent,3. Early Revenue",We invest the Digital Health & Wellbeing space. Particularly we focus on projects tackling taboo subjects that once were deemed too sensitive to discuss but that have huge potential markets.,VC,"$100,000","$350,000",https://www.linkedin.com/company/calmstorm/
Athenian Capital,https://athenian.capital,"245 First Street
Riverview II, Floor 18
Cambridge, Massachusetts 02142
United States","USA,UK,Germany,Switzerland,France,Israel,Singapore","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in disruptive innovators building the infrastructure and services critical to the development and adoption of web3.,VC,"$250,000","$1,000,000",https://www.linkedin.com/company/athenianvc
TA Ventures,https://taventures.vc/,"Creative States Arsenal Kyiv, UA","USA,Israel,Canada,Ukraine,Germany,Austria,Switzerland,Spain,UK,Poland,Netherlands,Belgium,France,Portugal,Italy,Belarus","3. Early Revenue,2. Prototype,4. Scaling","We invest in startups in Europe and North America at (Pre-)Seed and Series A, alongside high-profile co-investors, across a wide range of tech sectors. We prefer sectors such as Enterprise Software, Consumer, Mobility and Digital Health.",VC,"$100,000","$500,000",https://www.linkedin.com/company/ta-ventures
Monozukuri Ventures,https://monozukuri.vc/,"Kyoto Research Park, 93 Chudoji Awata-cho, Shimogyo-ku, Kyoto, 600-8815, Japan","Japan,USA,Canada","2. Prototype,3. Early Revenue","We invest in 10-15 hardware startups per year, with a typical check ranging from USD 100K to 300K at first, with a chance to follow investment up to USD 1M accumulate. 
We’re focused on funding entrepreneurs in the fastest growing industries: robotics, AI, clean energy, wearables, space tech, IoT, healthcare, smart home and more.
We provide financing services such as equity investment and debt financing. For example, we invest in common stock, preferred stock, convertible note, SAFE and KISS.
We make investments to help our startup founders cover prototyping fees. We co-invest with incubators, accelerators and VCs, and have an efficient due diligence process that will result in funding a first round of manufacturing.
You can raise capital with us if you are a seed/early stage hardware startup incorporated either in the US, Canada or in Japan.",VC,"$100,000","$350,000",https://www.linkedin.com/company/monozukuriventures
Psion Partners,https://www.psion.vc/,"5 Maxclif House, 5-7 Tottenham Street, London, W1T 2AG, GB","France,Germany,Italy,Belgium,Ireland,Austria,Israel,Luxembourg,Netherlands,Spain,Sweden,Switzerland,UK,USA","3. Early Revenue,4. Scaling,5. Growth","We invest in digital DeepTech, including SpaceTech, DroneTech and Mobility solutions for the new emerging era of 3D Urban Mobility",VC,"$100,000","$1,500,000",https://www.linkedin.com/company/psion-partners
Flint Capital,https://flintcap.com/,"50 Milk street, Boston, MA 02110, United States","USA,Canada,Israel,Netherlands,UK","3. Early Revenue,4. Scaling","We invest in early-stage startups in cyber security, Digital Health, Fintech, enterprise software and more. Seed stage and Series A. Product-market fit is a must.",VC,"$500,000","$4,000,000",https://www.linkedin.com/company/flintcapital/
Skystar Capital,https://skystar.vc/,"Jakarta, Indonesia","Indonesia,Singapore,Philippines,Vietnam,Malaysia","3. Early Revenue,2. Prototype","We invest in fintech, healthtech, consumer-tech, and upcoming tech (e.g. blockchain, etc.)",VC,"$200,000","$1,000,000",https://www.linkedin.com/company/skystar-capital-indonesia
TechAviv Founder Partners,https://fund.techaviv.com,"121 Menachem Begin Rd., Tel Aviv, IL","USA,Israel,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in the world’s best Israeli founders.

TechAviv Founder Partners is a pre-seed venture fund backed and powered by 150 of the world’s most successful company builders. Together we help the world's elite Israeli founders build tomorrow's iconic companies.",VC,"$500,000","$3,000,000",https://www.linkedin.com/company/techaviv
High Alpha,https://highalpha.com/,"830 Massachusetts Ave Suite 1500 Floor 4, Indianapolis, IN 46204","USA,Canada","3. Early Revenue,4. Scaling","We invest in B2B SaaS. 

High Alpha is an Indianapolis-based venture studio, focusing on company creation and scale in the B2B SaaS space. High Alpha Capital is where we make external investments (outside of our studio) from our $110M fund into companies with sales and operations in the US & Canada, raising pre-seed through Series B financings, looking for average check sizes between $1-5M. Within B2B SaaS, we're generally agnostic, but have quite a few investments in ecommerce, supply chain & logistics, future of work, enterprise software and more. We typically like to lead, but will also co-invest or invest as part of a syndicate. ",VC,"$1,000,000","$5,000,000",https://www.linkedin.com/company/high-alpha/
People Ventures,https://peopleventures.vc/,"Erik Husfeldts Vej 7, 2630 Taastrup, Denmark","Denmark,Sweden,Norway,Finland","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Nordic-based founders with a soft focus on Digital Health and B2B SaaS,VC,"$250,000","$1,500,000",https://www.linkedin.com/company/hipeopleventures/
Blockrocket,https://www.blockrocket.io/,"Taunusanlage 8, 60329 Frankfurt am Main, Germany","Germany,Austria,Switzerland,France,Luxembourg,UK,USA,Canada,Spain,Portugal,Singapore,UAE,Denmark,Belgium,Netherlands","2. Prototype,1. Idea or Patent,3. Early Revenue",We invest in early-stage blockchain startups. ,VC,"$100,000","$500,000",https://www.linkedin.com/company/blockrocket-io/
PsyMed Ventures,https://psymed.ventures/,"Los Angeles, California, USA","USA,Canada,UK,Germany,Israel,Mexico,Netherlands","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in psychedelic medicine and mental health tech.,VC,"$500,000","$1,500,000",https://www.linkedin.com/company/psymed-ventures
Primo Ventures,https://www.primo.vc,"Viale Majno 18, 20129 Milano, Italy","Italy,UK,USA,Spain,Portugal,France,Ireland,Germany,Switzerland,Sweden","2. Prototype,3. Early Revenue","We invest in SaaS and ""new retail"" startups with some product/market validation at the seed/early stage in Italy. We co-invest in early-stage SaaS and ""new retail"" startups from other countries. ",VC,"$500,000","$1,000,000",https://www.linkedin.com/company/primomiglio-sgr/
SoGal Ventures,https://sogalventures.com,"New York, NY USA ","USA,Canada,China,Singapore","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest globally in diverse founding teams revolutionizing how the next generations live, work & stay healthy. ",VC,"$250,000","$3,000,000",https://www.linkedin.com/company/sogal-ventures
irrvrntVC,https://www.irrvrnt.com/,"New York, USA","USA,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in DTC, AdTech, and Next Gen Commerce. We invest in founders with strong founder-market fit, building in large industries.",VC,"$150,000","$350,000",https://www.linkedin.com/company/irrvrntvc/
OpenVC Test,https://openvc.app,Afghanistan,Afghanistan,1. Idea or Patent,We invest in nothing. This is a test profile.,Other,"$100,000","$700,000",https://www.linkedin.com/company/71802609/
Mempool Ventures,https://www.mempool.ventures,"Dubai Silicon Oasis, DDP, Building A2, Dubai-UAE","Afghanistan,Angola,Andorra,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Algeria,Belarus,Barbados,Belgium,Belize,Benin,Bhutan,Botswana,Bosnia-H,Brunei,Brazil,Burkina Faso,Bulgaria,Cabo Verde,Cambodia,Cameroon,Burundi,Bangladesh,Canada,Chile,Colombia,Comoros,Congo (Congo-Brazzaville),Chad,Albania,Central African Republic,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Equatorial Guinea,El Salvador,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Fiji,Finland,Ethiopia,France,Gambia,Gabon,Germany,Georgia,Ghana,Greece,Grenada,Guatemala,Cuba,Iceland,Ireland,Israel,Italy,Jamaica,Japan,Monaco,New Zealand,Netherlands,Philippines,Spain,Saudi Arabia,USA,UK,UAE,Norway,Switzerland,Singapore,Sweden,Hong Kong,Latvia,Lithuania",1. Idea or Patent,We invest in breakthrough tech at its genesis stage,VC,"$10,000","$100,000",https://www.linkedin.com/company/mempool-ventures
Cibersons Ventures,https://cibersons.com/,"Asuncion, Paraguay","Paraguay,Argentina,Brazil,USA,Mexico,Costa Rica,El Salvador,Bolivia,Peru,Colombia,Chile,Singapore,Uruguay,Nicaragua,Ecuador,Guatemala,Venezuela,Dominican Republic","3. Early Revenue,4. Scaling,2. Prototype","We invest in emerging technologies and emerging economies. Sector agnostic, mostly from Latam and US. ",VC,"$20,000","$250,000",https://www.linkedin.com/company/cibersons-group
BFG Blockchain Founders Group,https://en.blockchain-founders.io/,"Quaderstrasse 6, 9494 Schaan, Liechtenstein","Germany,Austria,Switzerland,Belgium,USA,UK,Netherlands,Portugal,Spain,France,Luxembourg,Italy,Poland,Liechtenstein,Denmark,Norway,Canada,Ireland","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in early-stage Blockchain startups (Pre-Seed and Seed).,VC,"$100,000","$500,000",https://www.linkedin.com/company/blockchain-founders
Cubit Ventures,https://www.cubit.vc,"Delaware, USA",Egypt,"3. Early Revenue,4. Scaling",We invest in tech startups in Egypt; one of the fastest growing economies in the world and undergoing a massive digital transformation.,VC,"$100,000","$500,000",https://www.linkedin.com/company/cubit-ventures
Key Ventures,https://kventures.vc,"16 rue de Nassau, 2313 Luxembourg","France,Luxembourg,UK,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage tech companies.

#1 : We focus on early stage investing

Maximum round size: 500,000 EUR

Maximum valuation: 2,000,000 EUR

Investment size: 50,000-300,000 EUR
#2 : We love (calculated) risk

We invest early

We love technical products with high entry barriers
#3 : We bring more than capital

Our capital

Our experience

Our expertise

Our network
#4 : We are flexible

We invest individually or as a syndicate depending on the situation
",Angel network,"$60,000","$500,000",https://www.linkedin.com/company/k-ventures
3CC Third Culture Capital,https://3cc.io,"1 Washington Mall, Suite 1151, Boston, MA 02108, United States","USA,France,Canada,Vietnam","3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent",We invest in diverse founders who innovate at the intersection of culture and healthcare delivery.,VC,"$250,000","$2,000,000",https://www.linkedin.com/company/thirdculturecapital/
Keen Venture Partners,https://www.keenventurepartners.com/,"Vijzelstraat 68, Amsterdam, North Holland 1017, NL","Netherlands,Germany,UK,France,Spain,Portugal,Switzerland","3. Early Revenue,4. Scaling",We invest in European scale-ups at the Series A and Series B stage with €1M+ ARR,VC,"$6,000,000","$11,000,000",https://www.linkedin.com/company/keen-venture-partners/
Accelerate Venture Partners,https://www.avpict.com/,"245 N. Waco, Ste# 230A Wichita, KS 67202 USA",USA,"3. Early Revenue,4. Scaling","We invest in early-stage, high-growth companies in Wichita and the Midwest.",Angel network,"$100,000","$500,000",https://www.linkedin.com/company/accelerate-venture-partners
Omnes,https://www.omnescapital.com/en/businesses/venture-capital/,"37-41, rue du rocher, Paris, 75008, FR","Belgium,Austria,Czech Republic,Denmark,France,Portugal,Germany,Italy,Spain,Netherlands,Poland,Hungary","3. Early Revenue,4. Scaling","We invest in European deeptech companies. We typically invest 3 to 5M€ in 6 to 20M€ round. Deeptech companies (ie – advanced materials, components, systems, software). Strong appetence for B2B business models. Europe. (outside EU only with a strong bias, with smaller tickets).",VC,"$4,000,000","$12,000,000",https://www.linkedin.com/company/omnes-capital/
